lat,lon,pr_total_mm
-89.72222137451172,0.4166666567325592,59.938393
-89.72222137451172,3.75,59.736317
-89.72222137451172,7.0833330154418945,59.55733
-89.72222137451172,10.416666984558105,59.27494
-89.72222137451172,13.75,59.051983
-89.72222137451172,17.083332061767578,58.75049
-89.72222137451172,20.41666603088379,58.53327
-89.72222137451172,23.749998092651367,58.330128
-89.72222137451172,27.083332061767578,58.09269
-89.72222137451172,30.41666603088379,57.86673
-89.72222137451172,33.75,57.804726
-89.72222137451172,37.08333206176758,57.62367
-89.72222137451172,40.41666793823242,57.536694
-89.72222137451172,43.75,57.46054
-89.72222137451172,47.08333206176758,57.41759
-89.72222137451172,50.41666793823242,57.31138
-89.72222137451172,53.75,57.35018
-89.72222137451172,57.08333206176758,57.41441
-89.72222137451172,60.41666793823242,57.577965
-89.72222137451172,63.75,57.729992
-89.72222137451172,67.08332824707031,57.830738
-89.72222137451172,70.41666412353516,58.086967
-89.72222137451172,73.74999237060547,58.329723
-89.72222137451172,77.08332824707031,58.567516
-89.72222137451172,80.41666412353516,58.9345
-89.72222137451172,83.74999237060547,59.22464
-89.72222137451172,87.08332824707031,59.507103
-89.72222137451172,90.41666412353516,59.834778
-89.72222137451172,93.74999237060547,60.17454
-89.72222137451172,97.08332824707031,60.66465
-89.72222137451172,100.41666412353516,61.080944
-89.72222137451172,103.74999237060547,61.441673
-89.72222137451172,107.08332824707031,61.936695
-89.72222137451172,110.41666412353516,62.302223
-89.72222137451172,113.74999237060547,62.782806
-89.72222137451172,117.08332824707031,63.14911
-89.72222137451172,120.41666412353516,63.520283
-89.72222137451172,123.74999237060547,63.85963
-89.72222137451172,127.08332824707031,64.036354
-89.72222137451172,130.4166717529297,64.43278
-89.72222137451172,133.75,64.74013
-89.72222137451172,137.0833282470703,65.10563
-89.72222137451172,140.4166717529297,65.48537
-89.72222137451172,143.75,65.93304
-89.72222137451172,147.0833282470703,66.37938
-89.72222137451172,150.4166717529297,66.705345
-89.72222137451172,153.75,66.92183
-89.72222137451172,157.0833282470703,66.95083
-89.72222137451172,160.4166717529297,67.07067
-89.72222137451172,163.75,67.27161
-89.72222137451172,167.0833282470703,67.703575
-89.72222137451172,170.4166717529297,67.958176
-89.72222137451172,173.75,68.244644
-89.72222137451172,177.0833282470703,68.44713
-89.72222137451172,180.4166717529297,68.61121
-89.72222137451172,183.75,68.69688
-89.72222137451172,187.0833282470703,68.78844
-89.72222137451172,190.4166717529297,68.63132
-89.72222137451172,193.75,68.45747
-89.72222137451172,197.0833282470703,68.46317
-89.72222137451172,200.4166717529297,68.48802
-89.72222137451172,203.75,68.546104
-89.72222137451172,207.0833282470703,68.45455
-89.72222137451172,210.4166717529297,68.31212
-89.72222137451172,213.75,68.076935
-89.72222137451172,217.0833282470703,67.96673
-89.72222137451172,220.4166717529297,67.79442
-89.72222137451172,223.75,67.63123
-89.72222137451172,227.0833282470703,67.54461
-89.72222137451172,230.4166717529297,67.35948
-89.72222137451172,233.75,67.145226
-89.72222137451172,237.0833282470703,67.03181
-89.72222137451172,240.4166717529297,66.85419
-89.72222137451172,243.75,66.672264
-89.72222137451172,247.0833282470703,66.5385
-89.72222137451172,250.4166717529297,66.317055
-89.72222137451172,253.75,66.24104
-89.72222137451172,257.08331298828125,66.06123
-89.72222137451172,260.4166564941406,65.86102
-89.72222137451172,263.7499694824219,65.683914
-89.72222137451172,267.08331298828125,65.51234
-89.72222137451172,270.4166564941406,65.440956
-89.72222137451172,273.7499694824219,65.29555
-89.72222137451172,277.08331298828125,65.0103
-89.72222137451172,280.4166564941406,64.85225
-89.72222137451172,283.7499694824219,64.69247
-89.72222137451172,287.08331298828125,64.48283
-89.72222137451172,290.4166564941406,64.255646
-89.72222137451172,293.7499694824219,64.07882
-89.72222137451172,297.08331298828125,63.963757
-89.72222137451172,300.4166564941406,63.829475
-89.72222137451172,303.7499694824219,63.76355
-89.72222137451172,307.08331298828125,63.570824
-89.72222137451172,310.4166564941406,63.440105
-89.72222137451172,313.7499694824219,63.243946
-89.72222137451172,317.08331298828125,63.064434
-89.72222137451172,320.4166564941406,62.947205
-89.72222137451172,323.7499694824219,62.785686
-89.72222137451172,327.08331298828125,62.386818
-89.72222137451172,330.4166564941406,62.062378
-89.72222137451172,333.7499694824219,61.744183
-89.72222137451172,337.08331298828125,61.475227
-89.72222137451172,340.4166564941406,61.305073
-89.72222137451172,343.7499694824219,61.07818
-89.72222137451172,347.08331298828125,60.740868
-89.72222137451172,350.4166564941406,60.48582
-89.72222137451172,353.7499694824219,60.3007
-89.72222137451172,357.08331298828125,60.066753
-87.5,0.4166666567325592,50.85514
-87.5,3.75,50.02897
-87.5,7.0833330154418945,48.945515
-87.5,10.416666984558105,47.831963
-87.5,13.75,47.569008
-87.5,17.083332061767578,48.636066
-87.5,20.41666603088379,48.775738
-87.5,23.749998092651367,48.697186
-87.5,27.083332061767578,48.37992
-87.5,30.41666603088379,48.525
-87.5,33.75,48.568813
-87.5,37.08333206176758,48.373447
-87.5,40.41666793823242,48.480827
-87.5,43.75,47.93088
-87.5,47.08333206176758,47.33579
-87.5,50.41666793823242,46.640633
-87.5,53.75,44.863205
-87.5,57.08333206176758,43.803368
-87.5,60.41666793823242,41.734596
-87.5,63.75,40.09363
-87.5,67.08332824707031,39.358418
-87.5,70.41666412353516,38.72188
-87.5,73.74999237060547,38.57767
-87.5,77.08332824707031,38.5904
-87.5,80.41666412353516,39.010338
-87.5,83.74999237060547,39.219677
-87.5,87.08332824707031,39.233044
-87.5,90.41666412353516,39.86506
-87.5,93.74999237060547,39.69702
-87.5,97.08332824707031,39.739143
-87.5,100.41666412353516,39.797585
-87.5,103.74999237060547,40.075054
-87.5,107.08332824707031,40.643974
-87.5,110.41666412353516,41.2464
-87.5,113.74999237060547,42.084923
-87.5,117.08332824707031,42.867313
-87.5,120.41666412353516,43.42287
-87.5,123.74999237060547,43.571236
-87.5,127.08332824707031,44.6917
-87.5,130.4166717529297,44.52967
-87.5,133.75,44.22743
-87.5,137.0833282470703,43.76377
-87.5,140.4166717529297,43.30135
-87.5,143.75,42.839558
-87.5,147.0833282470703,42.53193
-87.5,150.4166717529297,41.96311
-87.5,153.75,41.556484
-87.5,157.0833282470703,41.56868
-87.5,160.4166717529297,41.686836
-87.5,163.75,44.02032
-87.5,167.0833282470703,47.53341
-87.5,170.4166717529297,53.72091
-87.5,173.75,61.57296
-87.5,177.0833282470703,69.77508
-87.5,180.4166717529297,76.72111
-87.5,183.75,80.329124
-87.5,187.0833282470703,80.69716
-87.5,190.4166717529297,79.30558
-87.5,193.75,77.88119
-87.5,197.0833282470703,77.648674
-87.5,200.4166717529297,78.36644
-87.5,203.75,79.19607
-87.5,207.0833282470703,79.35056
-87.5,210.4166717529297,77.19508
-87.5,213.75,73.15786
-87.5,217.0833282470703,68.860374
-87.5,220.4166717529297,67.05892
-87.5,223.75,67.47475
-87.5,227.0833282470703,70.150024
-87.5,230.4166717529297,74.3078
-87.5,233.75,79.103424
-87.5,237.0833282470703,84.5873
-87.5,240.4166717529297,89.70961
-87.5,243.75,94.72665
-87.5,247.0833282470703,99.232765
-87.5,250.4166717529297,103.138695
-87.5,253.75,105.38938
-87.5,257.08331298828125,106.81303
-87.5,260.4166564941406,106.844315
-87.5,263.7499694824219,105.428604
-87.5,267.08331298828125,101.47533
-87.5,270.4166564941406,96.15045
-87.5,273.7499694824219,90.55416
-87.5,277.08331298828125,85.53504
-87.5,280.4166564941406,80.82094
-87.5,283.7499694824219,77.93101
-87.5,287.08331298828125,76.78618
-87.5,290.4166564941406,77.36873
-87.5,293.7499694824219,77.59703
-87.5,297.08331298828125,77.935074
-87.5,300.4166564941406,77.396324
-87.5,303.7499694824219,77.18829
-87.5,307.08331298828125,76.15138
-87.5,310.4166564941406,74.76597
-87.5,313.7499694824219,74.10658
-87.5,317.08331298828125,72.98274
-87.5,320.4166564941406,71.31332
-87.5,323.7499694824219,69.96886
-87.5,327.08331298828125,68.83938
-87.5,330.4166564941406,68.01111
-87.5,333.7499694824219,65.93052
-87.5,337.08331298828125,63.93811
-87.5,340.4166564941406,61.78237
-87.5,343.7499694824219,59.816944
-87.5,347.08331298828125,57.50083
-87.5,350.4166564941406,56.396248
-87.5,353.7499694824219,53.520306
-87.5,357.08331298828125,51.720287
-85.27777862548828,0.4166666567325592,51.93974
-85.27777862548828,3.75,50.277733
-85.27777862548828,7.0833330154418945,47.39115
-85.27777862548828,10.416666984558105,45.24423
-85.27777862548828,13.75,44.75194
-85.27777862548828,17.083332061767578,45.132374
-85.27777862548828,20.41666603088379,46.193474
-85.27777862548828,23.749998092651367,46.31151
-85.27777862548828,27.083332061767578,45.855156
-85.27777862548828,30.41666603088379,45.635857
-85.27777862548828,33.75,45.02527
-85.27777862548828,37.08333206176758,43.682068
-85.27777862548828,40.41666793823242,41.477554
-85.27777862548828,43.75,38.88305
