lat,lon,pr_total_mm
-89.72222137451172,0.4166666567325592,62.14325
-89.72222137451172,3.75,61.771057
-89.72222137451172,7.0833330154418945,61.528942
-89.72222137451172,10.416666984558105,61.317818
-89.72222137451172,13.75,61.094105
-89.72222137451172,17.083332061767578,60.800213
-89.72222137451172,20.41666603088379,60.646004
-89.72222137451172,23.749998092651367,60.326256
-89.72222137451172,27.083332061767578,60.276398
-89.72222137451172,30.41666603088379,59.99428
-89.72222137451172,33.75,59.86556
-89.72222137451172,37.08333206176758,59.69819
-89.72222137451172,40.41666793823242,59.747265
-89.72222137451172,43.75,59.97174
-89.72222137451172,47.08333206176758,59.643555
-89.72222137451172,50.41666793823242,59.491894
-89.72222137451172,53.75,59.533234
-89.72222137451172,57.08333206176758,59.462547
-89.72222137451172,60.41666793823242,59.65168
-89.72222137451172,63.75,59.764385
-89.72222137451172,67.08332824707031,59.924095
-89.72222137451172,70.41666412353516,60.089928
-89.72222137451172,73.74999237060547,60.294464
-89.72222137451172,77.08332824707031,60.497826
-89.72222137451172,80.41666412353516,60.75301
-89.72222137451172,83.74999237060547,61.007103
-89.72222137451172,87.08332824707031,61.25097
-89.72222137451172,90.41666412353516,61.50419
-89.72222137451172,93.74999237060547,61.717293
-89.72222137451172,97.08332824707031,62.06353
-89.72222137451172,100.41666412353516,62.397167
-89.72222137451172,103.74999237060547,62.7753
-89.72222137451172,107.08332824707031,63.090324
-89.72222137451172,110.41666412353516,63.37208
-89.72222137451172,113.74999237060547,63.889374
-89.72222137451172,117.08332824707031,64.197426
-89.72222137451172,120.41666412353516,64.53992
-89.72222137451172,123.74999237060547,65.026024
-89.72222137451172,127.08332824707031,65.50106
-89.72222137451172,130.4166717529297,65.876915
-89.72222137451172,133.75,66.18799
-89.72222137451172,137.0833282470703,66.41563
-89.72222137451172,140.4166717529297,66.844154
-89.72222137451172,143.75,67.42409
-89.72222137451172,147.0833282470703,67.78122
-89.72222137451172,150.4166717529297,68.06997
-89.72222137451172,153.75,68.1439
-89.72222137451172,157.0833282470703,68.404495
-89.72222137451172,160.4166717529297,68.64583
-89.72222137451172,163.75,68.96467
-89.72222137451172,167.0833282470703,69.204666
-89.72222137451172,170.4166717529297,69.50932
-89.72222137451172,173.75,69.56917
-89.72222137451172,177.0833282470703,69.74589
-89.72222137451172,180.4166717529297,69.97225
-89.72222137451172,183.75,69.96553
-89.72222137451172,187.0833282470703,70.07176
-89.72222137451172,190.4166717529297,70.16622
-89.72222137451172,193.75,70.162285
-89.72222137451172,197.0833282470703,70.10532
-89.72222137451172,200.4166717529297,70.1672
-89.72222137451172,203.75,70.114365
-89.72222137451172,207.0833282470703,69.94718
-89.72222137451172,210.4166717529297,69.759315
-89.72222137451172,213.75,69.4885
-89.72222137451172,217.0833282470703,69.46513
-89.72222137451172,220.4166717529297,69.36574
-89.72222137451172,223.75,69.345085
-89.72222137451172,227.0833282470703,69.24515
-89.72222137451172,230.4166717529297,69.19349
-89.72222137451172,233.75,69.116875
-89.72222137451172,237.0833282470703,68.95741
-89.72222137451172,240.4166717529297,68.76708
-89.72222137451172,243.75,68.72389
-89.72222137451172,247.0833282470703,68.538315
-89.72222137451172,250.4166717529297,68.49001
-89.72222137451172,253.75,68.25608
-89.72222137451172,257.08331298828125,68.274025
-89.72222137451172,260.4166564941406,67.972244
-89.72222137451172,263.7499694824219,68.010414
-89.72222137451172,267.08331298828125,67.88434
-89.72222137451172,270.4166564941406,67.73253
-89.72222137451172,273.7499694824219,67.608734
-89.72222137451172,277.08331298828125,67.6638
-89.72222137451172,280.4166564941406,67.56917
-89.72222137451172,283.7499694824219,67.4044
-89.72222137451172,287.08331298828125,67.334785
-89.72222137451172,290.4166564941406,67.223564
-89.72222137451172,293.7499694824219,67.037575
-89.72222137451172,297.08331298828125,66.6621
-89.72222137451172,300.4166564941406,66.42143
-89.72222137451172,303.7499694824219,66.32782
-89.72222137451172,307.08331298828125,65.95735
-89.72222137451172,310.4166564941406,65.68251
-89.72222137451172,313.7499694824219,65.51237
-89.72222137451172,317.08331298828125,65.26438
-89.72222137451172,320.4166564941406,65.16654
-89.72222137451172,323.7499694824219,64.73191
-89.72222137451172,327.08331298828125,64.630104
-89.72222137451172,330.4166564941406,64.22386
-89.72222137451172,333.7499694824219,63.930798
-89.72222137451172,337.08331298828125,63.730835
-89.72222137451172,340.4166564941406,63.619507
-89.72222137451172,343.7499694824219,63.33305
-89.72222137451172,347.08331298828125,63.101402
-89.72222137451172,350.4166564941406,62.85905
-89.72222137451172,353.7499694824219,62.60003
-89.72222137451172,357.08331298828125,62.373627
-87.5,0.4166666567325592,53.880898
-87.5,3.75,51.75985
-87.5,7.0833330154418945,51.207024
-87.5,10.416666984558105,50.990307
-87.5,13.75,51.302197
-87.5,17.083332061767578,51.446266
-87.5,20.41666603088379,52.34373
-87.5,23.749998092651367,52.806824
-87.5,27.083332061767578,52.771393
-87.5,30.41666603088379,53.289013
-87.5,33.75,53.589325
-87.5,37.08333206176758,53.710228
-87.5,40.41666793823242,53.540108
-87.5,43.75,53.04231
-87.5,47.08333206176758,50.85887
-87.5,50.41666793823242,48.777615
-87.5,53.75,46.673256
-87.5,57.08333206176758,44.834286
-87.5,60.41666793823242,42.699955
