lat,lon,pr_total_mm
-89.72222137451172,0.4166666567325592,66.574646
-89.72222137451172,3.75,66.10472
-89.72222137451172,7.0833330154418945,65.780685
-89.72222137451172,10.416666984558105,65.41756
-89.72222137451172,13.75,65.08473
-89.72222137451172,17.083332061767578,64.89045
-89.72222137451172,20.41666603088379,64.58143
-89.72222137451172,23.749998092651367,64.49251
-89.72222137451172,27.083332061767578,64.18511
-89.72222137451172,30.41666603088379,63.829784
-89.72222137451172,33.75,63.74464
-89.72222137451172,37.08333206176758,63.52854
-89.72222137451172,40.41666793823242,63.46505
-89.72222137451172,43.75,63.43374
-89.72222137451172,47.08333206176758,63.285194
-89.72222137451172,50.41666793823242,63.235096
-89.72222137451172,53.75,63.270733
-89.72222137451172,57.08333206176758,63.231384
-89.72222137451172,60.41666793823242,63.457714
-89.72222137451172,63.75,63.708534
-89.72222137451172,67.08332824707031,63.796143
-89.72222137451172,70.41666412353516,63.666492
-89.72222137451172,73.74999237060547,63.746735
-89.72222137451172,77.08332824707031,64.00336
-89.72222137451172,80.41666412353516,64.42544
-89.72222137451172,83.74999237060547,64.60838
-89.72222137451172,87.08332824707031,65.04994
-89.72222137451172,90.41666412353516,65.2581
-89.72222137451172,93.74999237060547,65.67113
-89.72222137451172,97.08332824707031,66.36757
-89.72222137451172,100.41666412353516,67.21715
-89.72222137451172,103.74999237060547,67.9779
-89.72222137451172,107.08332824707031,68.08776
-89.72222137451172,110.41666412353516,68.48604
-89.72222137451172,113.74999237060547,68.900375
-89.72222137451172,117.08332824707031,68.989174
-89.72222137451172,120.41666412353516,69.13347
-89.72222137451172,123.74999237060547,69.35915
-89.72222137451172,127.08332824707031,69.74151
-89.72222137451172,130.4166717529297,69.94225
-89.72222137451172,133.75,70.0553
-89.72222137451172,137.0833282470703,70.28095
-89.72222137451172,140.4166717529297,70.42112
-89.72222137451172,143.75,70.67949
-89.72222137451172,147.0833282470703,70.90875
-89.72222137451172,150.4166717529297,71.1436
-89.72222137451172,153.75,71.36192
-89.72222137451172,157.0833282470703,71.94947
-89.72222137451172,160.4166717529297,72.10364
-89.72222137451172,163.75,72.69706
-89.72222137451172,167.0833282470703,73.05352
-89.72222137451172,170.4166717529297,73.223564
-89.72222137451172,173.75,73.38893
-89.72222137451172,177.0833282470703,73.37038
-89.72222137451172,180.4166717529297,73.310074
-89.72222137451172,183.75,73.46166
-89.72222137451172,187.0833282470703,73.46661
-89.72222137451172,190.4166717529297,73.51895
-89.72222137451172,193.75,73.58278
-89.72222137451172,197.0833282470703,73.425766
-89.72222137451172,200.4166717529297,73.43877
-89.72222137451172,203.75,73.30117
-89.72222137451172,207.0833282470703,73.223076
-89.72222137451172,210.4166717529297,73.0845
-89.72222137451172,213.75,72.94945
-89.72222137451172,217.0833282470703,73.04802
-89.72222137451172,220.4166717529297,72.84234
-89.72222137451172,223.75,72.78984
-89.72222137451172,227.0833282470703,72.73159
-89.72222137451172,230.4166717529297,72.78467
-89.72222137451172,233.75,72.58336
-89.72222137451172,237.0833282470703,72.35387
-89.72222137451172,240.4166717529297,72.37408
-89.72222137451172,243.75,72.407
-89.72222137451172,247.0833282470703,72.389725
-89.72222137451172,250.4166717529297,72.22427
-89.72222137451172,253.75,72.167336
-89.72222137451172,257.08331298828125,71.97498
-89.72222137451172,260.4166564941406,72.08841
-89.72222137451172,263.7499694824219,72.020874
-89.72222137451172,267.08331298828125,71.96959
-89.72222137451172,270.4166564941406,71.8385
-89.72222137451172,273.7499694824219,71.768234
-89.72222137451172,277.08331298828125,71.76521
-89.72222137451172,280.4166564941406,71.56189
-89.72222137451172,283.7499694824219,71.59126
-89.72222137451172,287.08331298828125,71.472885
-89.72222137451172,290.4166564941406,71.190346
-89.72222137451172,293.7499694824219,71.070244
-89.72222137451172,297.08331298828125,71.03255
-89.72222137451172,300.4166564941406,70.88787
-89.72222137451172,303.7499694824219,70.73656
-89.72222137451172,307.08331298828125,70.74982
-89.72222137451172,310.4166564941406,70.50872
-89.72222137451172,313.7499694824219,70.28696
-89.72222137451172,317.08331298828125,70.15199
-89.72222137451172,320.4166564941406,69.86833
-89.72222137451172,323.7499694824219,69.57326
-89.72222137451172,327.08331298828125,69.22283
-89.72222137451172,330.4166564941406,68.91955
-89.72222137451172,333.7499694824219,68.76091
-89.72222137451172,337.08331298828125,68.46173
-89.72222137451172,340.4166564941406,68.36115
-89.72222137451172,343.7499694824219,68.01711
-89.72222137451172,347.08331298828125,67.79225
-89.72222137451172,350.4166564941406,67.43983
-89.72222137451172,353.7499694824219,67.16593
-89.72222137451172,357.08331298828125,66.79469
-87.5,0.4166666567325592,54.557396
-87.5,3.75,53.92909
-87.5,7.0833330154418945,54.2076
-87.5,10.416666984558105,52.882404
-87.5,13.75,52.332348
-87.5,17.083332061767578,53.07258
-87.5,20.41666603088379,53.137005
-87.5,23.749998092651367,53.546234
-87.5,27.083332061767578,53.770195
-87.5,30.41666603088379,54.30421
-87.5,33.75,54.822918
-87.5,37.08333206176758,55.644245
-87.5,40.41666793823242,55.961456
-87.5,43.75,55.7248
-87.5,47.08333206176758,54.43618
-87.5,50.41666793823242,52.895256
-87.5,53.75,51.02407
-87.5,57.08333206176758,49.220345
-87.5,60.41666793823242,47.196877
-87.5,63.75,45.687115
-87.5,67.08332824707031,45.54574
-87.5,70.41666412353516,44.009003
-87.5,73.74999237060547,43.945282
-87.5,77.08332824707031,42.05068
-87.5,80.41666412353516,40.618896
-87.5,83.74999237060547,40.256203
-87.5,87.08332824707031,40.150753
-87.5,90.41666412353516,39.90983
-87.5,93.74999237060547,39.69585
-87.5,97.08332824707031,39.855133
-87.5,100.41666412353516,39.514225
-87.5,103.74999237060547,39.810585
-87.5,107.08332824707031,40.162247
-87.5,110.41666412353516,40.937023
-87.5,113.74999237060547,40.840527
